Project Nick,Project,BioSample_s,SRA_Sample_s,Run_s,LibrarySource_s,LibraryLayout_s,InsertSize_l,MBases_l,Sample_Name_s,Library_Name_s,cultivar_s,ReadGroup,,Leafly Name,Leafly URL,TEMP Sortable
Phylos 2018,SRP173788,SAMN10611830,SRS4169404,SRR8349041,GENOMIC,PAIRED,0,95,Girl_Scout_Cookies__PGT-88210,PGT-88210,PGT-88210,1,,GSC,https://www.leafly.com/hybrid/gsc,GSC
Phylos 2018,SRP173788,SAMN10611831,SRS4169394,SRR8349051,GENOMIC,PAIRED,0,51,AMERICAN_FERAL__PGT-88211,PGT-88211,PGT-88211,1,,Landrace,-,Landrace
Phylos 2018,SRP173788,SAMN10611832,SRS4169395,SRR8349050,GENOMIC,PAIRED,0,96,BG_Orange_Afghani__PGT-88212,PGT-88212,PGT-88212,1,,Orange Afghani,https://www.leafly.com/indica/orange-afghani,Orange Afghani
Phylos 2018,SRP173788,SAMN10611833,SRS4169566,SRR8349335,GENOMIC,PAIRED,0,105,Grateful_Dawg__PGT-88213,PGT-88213,PGT-88213,1,,Grateful Dawg,https://cannasos.com/strains/hybrid/grateful-dawg,Grateful Dawg
Phylos 2018,SRP173788,SAMN10611834,SRS4169563,SRR8349337,GENOMIC,PAIRED,0,124,Old_OG__PGT-88214,PGT-88214,PGT-88214,1,,,,Old_OG__PGT-88214
Phylos 2018,SRP173788,SAMN10611835,SRS4169771,SRR8349129,GENOMIC,PAIRED,0,64,MightyMight__PGT-88215,PGT-88215,PGT-88215,1,,,,MightyMight__PGT-88215
Phylos 2018,SRP173788,SAMN10611836,SRS4169770,SRR8349130,GENOMIC,PAIRED,0,81,Crystal_Infinity__PGT-88216,PGT-88216,PGT-88216,1,,,,Crystal_Infinity__PGT-88216
Phylos 2018,SRP173788,SAMN10611837,SRS4169773,SRR8349127,GENOMIC,PAIRED,0,53,MELISSAS_WEB__PGT-88217,PGT-88217,PGT-88217,1,,,,MELISSAS_WEB__PGT-88217
Phylos 2018,SRP173788,SAMN10611838,SRS4169772,SRR8349128,GENOMIC,PAIRED,0,97,Powerline__PGT-88218,PGT-88218,PGT-88218,1,,,,Powerline__PGT-88218
Phylos 2018,SRP173788,SAMN10611839,SRS4169775,SRR8349125,GENOMIC,PAIRED,0,109,Arcticblue__PGT-88219,PGT-88219,PGT-88219,1,,,,Arcticblue__PGT-88219
Phylos 2018,SRP173788,SAMN10611840,SRS4169774,SRR8349126,GENOMIC,PAIRED,0,100,Pink_Panties__PGT-88220,PGT-88220,PGT-88220,1,,Pink Panties,https://www.leafly.com/indica/pink-panties,Pink Panties
Phylos 2018,SRP173788,SAMN10611841,SRS4169568,SRR8349332,GENOMIC,PAIRED,0,110,Mystery_Haze__PGT-88221,PGT-88221,PGT-88221,1,,,,Mystery_Haze__PGT-88221
Phylos 2018,SRP173788,SAMN10611842,SRS4169567,SRR8349333,GENOMIC,PAIRED,0,145,Romulan_x_Grapefruit__PGT-88223,PGT-88223,PGT-88223,1,,Romulan Grapefruit,https://www.leafly.com/hybrid/romulan-grapefruit,Romulan Grapefruit
Phylos 2018,SRP173788,SAMN10611843,SRS4169641,SRR8349259,GENOMIC,PAIRED,0,178,White_Tahoe_Cookie__PGT-88224,PGT-88224,PGT-88224,1,,,,White_Tahoe_Cookie__PGT-88224
Phylos 2018,SRP173788,SAMN10611844,SRS4169642,SRR8349258,GENOMIC,PAIRED,0,155,Sour_Banana_Sherbet__PGT-88225,PGT-88225,PGT-88225,1,,,,Sour_Banana_Sherbet__PGT-88225
Phylos 2018,SRP173788,SAMN10611845,SRS4169639,SRR8349261,GENOMIC,PAIRED,0,134,Sweet_Tooth__PGT-88226,PGT-88226,PGT-88226,1,,,,Sweet_Tooth__PGT-88226
Phylos 2018,SRP173788,SAMN10611846,SRS4169640,SRR8349260,GENOMIC,PAIRED,0,75,Sour_Cookies__PGT-88227,PGT-88227,PGT-88227,1,,,,Sour_Cookies__PGT-88227
Phylos 2018,SRP173788,SAMN10611847,SRS4169645,SRR8349255,GENOMIC,PAIRED,0,62,Master_Kush__PGT-88228,PGT-88228,PGT-88228,1,,,,Master_Kush__PGT-88228
Phylos 2016,SRP092005,SAMN05938068,SRS1758320,SRR4448580,GENOMIC,PAIRED,0,80,e6592862ba9a-TSCA_Phantom_Cookies,e6592862ba9a-TSCA,Phantom_Cookies,1,,Phantom Cookies,https://www.leafly.com/hybrid/phantom-cookies,Phantom_Cookies
Phylos 2016,SRP092005,SAMN05938199,SRS1758364,SRR4448625,GENOMIC,PAIRED,0,286,PGT-12292-12015_Pigmy_Pot-Congo_Pointe_Noire,PGT-12292-12015,Pigmy_Pot-Congo_Pointe_Noire,1,,Landrace,-,Landrace
Phylos 2016,SRP092005,SAMN05937605,SRS1760338,SRR4451175,GENOMIC,PAIRED,0,276,b840e0d8014a-TSCA_Pineapple,b840e0d8014a-TSCA,Pineapple,1,,Pineapple,https://www.leafly.com/hybrid/pineapple,Pineapple
Steep Hill Labs,SRP103094,SAMN06546749,SRS2102031,SRR5437089,GENOMIC,SINGLE,0,2305,1597M,12148,Pineapple Banana Bubba Kush,1,,,,Pineapple Banana Bubba Kush
Steep Hill Labs,SRP103094,SAMN06546749,SRS2102031,SRR5445926,GENOMIC,SINGLE,0,2287,1597M,54029,Pineapple Banana Bubba Kush,2,,,,Pineapple Banana Bubba Kush
Phylos 2016,SRP092005,SAMN05938070,SRS1758379,SRR4448640,GENOMIC,PAIRED,0,124,e78222b81656-TSCA_Pineapple_Chunk,e78222b81656-TSCA,Pineapple_Chunk,1,,,,Pineapple_Chunk
Phylos 2016,SRP092005,SAMN05937584,SRS1760301,SRR4451137,GENOMIC,PAIRED,0,144,b0089d7791f3-TSCA_Pineapple_dogshit,b0089d7791f3-TSCA,Pineapple_dogshit,1,,Pineapple Dog Shit,https://www.leafly.com/hybrid/pineapple-dog-shit,Pineapple Dog Shit
Phylos 2016,SRP092005,SAMN05937551,SRS1760366,SRR4451202,GENOMIC,PAIRED,0,548,a0725dbd07c0-TSCA_Pineapple_Kush,a0725dbd07c0-TSCA,Pineapple_Kush,1,,Pineapple Kush,https://www.leafly.com/hybrid/pineapple-kush,Pineapple_Kush
Phylos 2016,SRP092005,SAMN05937549,SRS1760367,SRR4451204,GENOMIC,PAIRED,0,134,0fa0bade985b-TSCA_Pineapple_Purple_Berry,0fa0bade985b-TSCA,Pineapple_Purple_Berry,1,,-,-,-
Phylos 2016,SRP092005,SAMN05938076,SRS1758377,SRR4448638,GENOMIC,PAIRED,0,119,ebe30ddcaa5e-TSCA_Pineapple_Thai,ebe30ddcaa5e-TSCA,Pineapple_Thai,1,,,,Pineapple_Thai
Phylos 2016,SRP092005,SAMN05937593,SRS1760305,SRR4451142,GENOMIC,PAIRED,0,136,b2ffefa20aef-TSCA_Pineapplee_Kush,b2ffefa20aef-TSCA,Pineapplee_Kush,1,,Pineapple Kush,https://www.leafly.com/hybrid/pineapple-kush,Pineapplee_Kush
Courtagen,SRP064442,SAMN04155927,SRS1107966,SRR2584293,GENOMIC,PAIRED,0,292,PineBerry-RAD,PineBerry_RAD,PineBerry,1,,Pineberry,https://cannasos.com/strains/indica/pineberry,Pineberry
Courtagen,SRP064442,SAMN04155927,SRS1107966,SRR2584294,GENOMIC,PAIRED,0,292,PineBerry-RAD,PineBerry_RAD,PineBerry,2,,Pineberry,https://cannasos.com/strains/indica/pineberry,Pineberry
Phylos 2016,SRP092005,SAMN05937697,SRS1757962,SRR4448223,GENOMIC,PAIRED,0,205,1e87b2cb937b-TSCA_Pink_Champagne,1e87b2cb937b-TSCA,Pink_Champagne,1,,Pink Champagne,https://www.leafly.com/indica/pink-champagne,Pink Champagne
Phylos 2016,SRP092005,SAMN05937521,SRS1760364,SRR4451201,GENOMIC,PAIRED,0,306,048ac968829d-TSCA_Pink_Champagne,048ac968829d-TSCA,Pink_Champagne,1,,Pink Champagne,https://www.leafly.com/indica/pink-champagne,Pink Champagne
Phylos 2016,SRP092005,SAMN05938025,SRS1758391,SRR4448652,GENOMIC,PAIRED,0,255,d2dde80b636b-TSCA_Pit_Bull,d2dde80b636b-TSCA,Pit_Bull,1,,,,Pit_Bull
Phylos 2016,SRP092005,SAMN05937952,SRS1758178,SRR4448439,GENOMIC,PAIRED,0,386,877051f38118-TSCA_PitBull,877051f38118-TSCA,PitBull,1,,,,PitBull
Phylos 2016,SRP092005,SAMN05937991,SRS1758244,SRR4448505,GENOMIC,PAIRED,0,95,9681b9e375b3-TSCA_Platinum_Bubba_Kush,9681b9e375b3-TSCA,Platinum_Bubba_Kush,1,,,,Platinum_Bubba_Kush
Phylos 2016,SRP092005,SAMN05937710,SRS1757931,SRR4448192,GENOMIC,PAIRED,0,80,21708e2e2e2d-TSCA_Platinum_Cookies,21708e2e2e2d-TSCA,Platinum_Cookies,1,,Platinum GSC,https://www.leafly.com/hybrid/platinum-gsc,Platinum GSC
Phylos 2016,SRP092005,SAMN05938005,SRS1758154,SRR4448415,GENOMIC,PAIRED,0,126,9b821f5038e5-TSCA_Platinum_Cookies,9b821f5038e5-TSCA,Platinum_Cookies,1,,Platinum GSC,https://www.leafly.com/hybrid/platinum-gsc,Platinum GSC
Phylos 2016,SRP092005,SAMN05937591,SRS1760300,SRR4451138,GENOMIC,PAIRED,0,119,b1c4ae428eb9-TSCA_Platinum_GirlScout_Cookies,b1c4ae428eb9-TSCA,Platinum_GirlScout_Cookies,1,,Platinum GSC,https://www.leafly.com/hybrid/platinum-gsc,Platinum GSC
Phylos 2016,SRP092005,SAMN05937627,SRS1760278,SRR4451116,GENOMIC,PAIRED,0,148,c40152a4754c-TSCA_Platinum_Headband,c40152a4754c-TSCA,Platinum_Headband,1,,,,Platinum_Headband
Phylos 2016,SRP092005,SAMN05938069,SRS1758318,SRR4448579,GENOMIC,PAIRED,0,150,e72b63992cc0-TSCA_Platinum_OG,e72b63992cc0-TSCA,Platinum_OG,1,,Platinum OG,https://www.leafly.com/indica/platinum-og,Platinum OG
Phylos 2016,SRP092005,SAMN05938029,SRS1758351,SRR4448612,GENOMIC,PAIRED,0,540,d57ee35109b4-TSCA_Platinum_OG,d57ee35109b4-TSCA,Platinum_OG,1,,Platinum OG,https://www.leafly.com/indica/platinum-og,Platinum OG
Phylos 2016,SRP092005,SAMN05937850,SRS1758100,SRR4448361,GENOMIC,PAIRED,0,439,5ac9e0027ee9-TSCA_Platinum_OG_Cookies,5ac9e0027ee9-TSCA,Platinum_OG_Cookies,1,,Platinum GSC,https://www.leafly.com/hybrid/platinum-gsc,Platinum GSC
Phylos 2016,SRP092005,SAMN05937567,SRS1760272,SRR4451109,GENOMIC,PAIRED,0,173,a8a16b8eb782-TSCA_Platinum_OG_Kush,a8a16b8eb782-TSCA,Platinum_OG_Kush,1,,Platinum Kush,https://www.leafly.com/indica/platinum-kush,Platinum Kush
Phylos 2016,SRP092005,SAMN05937712,SRS1757933,SRR4448194,GENOMIC,PAIRED,0,129,22773586a000-TSCA_Plushberry,22773586a000-TSCA,Plushberry,1,,Plushberry,https://www.leafly.com/indica/plushberry,Plushberry
Phylos 2016,SRP092005,SAMN05938149,SRS1758442,SRR4448703,GENOMIC,PAIRED,0,338,PGT-12239-11939_PN_Columbia_Pelo_Naranja,PGT-12239-11939,PN_Columbia_Pelo_Naranja,1,,Landrace,-,Landrace
Phylos 2016,SRP092005,SAMN05939423,SRS1759436,SRR4450089,GENOMIC,PAIRED,0,290,PGT-13076_Polish_Hemp,PGT-13076,Polish_Hemp,1,,Hemp,-,Hemp
Phylos 2016,SRP092005,SAMN05939422,SRS1759447,SRR4450099,GENOMIC,PAIRED,0,453,PGT-13075_Portuguese_Hemp,PGT-13075,Portuguese_Hemp,1,,Hemp,-,Hemp
Phylos 2016,SRP092005,SAMN05937986,SRS1758264,SRR4448525,GENOMIC,PAIRED,0,107,9322be751a05-TSCA_PPA,9322be751a05-TSCA,PPA,1,,,,PPA
Phylos 2016,SRP092005,SAMN05937702,SRS1757993,SRR4448254,GENOMIC,PAIRED,0,204,1fec41ee885f-TSCA_Pre-'98_Bubba_Kush,1fec41ee885f-TSCA,Pre-'98_Bubba_Kush,1,,Pre-98 Bubba Kush,https://www.leafly.com/indica/pre-98-bubba-kush,Pre-98 Bubba Kush
Phylos 2016,SRP092005,SAMN05937612,SRS1760353,SRR4451190,GENOMIC,PAIRED,0,110,bbc4ebc2e52a-TSCA_Premium_Jack,bbc4ebc2e52a-TSCA,Premium_Jack,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2016,SRP092005,SAMN05937539,SRS1760381,SRR4451218,GENOMIC,PAIRED,0,76,0c241fa88bab-TSCA_Premium_Jack,0c241fa88bab-TSCA,Premium_Jack,1,,Jack Herer,https://www.leafly.com/sativa/jack-herer,Jack Herer
Phylos 2016,SRP092005,SAMN05937897,SRS1758272,SRR4448533,GENOMIC,PAIRED,0,91,70c3f742d074-TSCA_Presidential_Kush_#1,70c3f742d074-TSCA,Presidential_Kush_#1,1,,,,Presidential_Kush_#1
Phylos 2016,SRP092005,SAMN05938011,SRS1758252,SRR4448513,GENOMIC,PAIRED,0,77,9ce7b2af4a6e-TSCA_Princess_Leia,9ce7b2af4a6e-TSCA,Princess_Leia,1,,,,Princess_Leia
Phylos 2016,SRP092005,SAMN05938066,SRS1758315,SRR4448576,GENOMIC,PAIRED,0,173,e451294ec32a-TSCA_Private_Reserve_OG,e451294ec32a-TSCA,Private_Reserve_OG,1,,,,Private_Reserve_OG
Phylos 2016,SRP092005,SAMN05939389,SRS1759499,SRR4450151,GENOMIC,PAIRED,0,289,PGT-13024_Puhi_Fog,PGT-13024,Puhi_Fog,1,,,,Puhi_Fog
Phylos 2016,SRP092005,SAMN05938028,SRS1758350,SRR4448611,GENOMIC,PAIRED,0,255,d5521ba2b119-TSCA_Purple,d5521ba2b119-TSCA,Purple,1,,,,Purple
NCBI,SRP072226,SAMN04576081,SRS1357176,SRR3286258,GENOMIC,SINGLE,0,19923,GSM2096951,<not provided>,Purple Kush,1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352146,GENOMIC,PAIRED,181,4833,CS-PK-DNA,CS-PK_SIL-1a,Purple Kush,1,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352147,GENOMIC,PAIRED,195,3603,CS-PK-DNA,CS-PK_SIL-1b,Purple Kush,2,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352148,GENOMIC,PAIRED,313,5306,CS-PK-DNA,CS-PK_SIL-2a,Purple Kush,3,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352149,GENOMIC,PAIRED,313,5173,CS-PK-DNA,CS-PK_SIL-2a,Purple Kush,4,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352150,GENOMIC,PAIRED,362,4641,CS-PK-DNA,CS-PK_SIL-3b,Purple Kush,5,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352151,GENOMIC,PAIRED,1926,3026,CS-PK-DNA,CS-PK_2kb-1a,Purple Kush,6,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352153,GENOMIC,PAIRED,1846,2717,CS-PK-DNA,CS-PK_2kb-1b,Purple Kush,7,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352155,GENOMIC,PAIRED,1850,3169,CS-PK-DNA,CS-PK_2kb-2a,Purple Kush,8,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352156,GENOMIC,PAIRED,1787,3114,CS-PK-DNA,CS-PK_2kb-2b,Purple Kush,9,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352158,GENOMIC,PAIRED,4721,3036,CS-PK-DNA,CS-PK_5kb-1,Purple Kush,10,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352159,GENOMIC,PAIRED,4585,2721,CS-PK-DNA,CS-PK_5kb-2,Purple Kush,11,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352160,GENOMIC,PAIRED,4585,2700,CS-PK-DNA,CS-PK_5kb-2,Purple Kush,12,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352161,GENOMIC,PAIRED,362,3539,CS-PK-DNA,CS-PK_SIL-3b,Purple Kush,13,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352162,GENOMIC,PAIRED,664,18243,CS-PK-DNA,CS-PK_SIL-B,Purple Kush,14,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352163,GENOMIC,PAIRED,0,19327,CS-PK-DNA,CS-PK_SIL-C,Purple Kush,15,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352164,GENOMIC,PAIRED,181,11732,CS-PK-DNA,CS-PK_SIL-1a,Purple Kush,16,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352165,GENOMIC,PAIRED,181,10938,CS-PK-DNA,CS-PK_SIL-1a,Purple Kush,17,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352166,GENOMIC,PAIRED,0,8900,CS-PK-DNA,CS-PK_SIL-1b,Purple Kush,18,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352167,GENOMIC,PAIRED,195,8723,CS-PK-DNA,CS-PK_SIL-1b,Purple Kush,19,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352168,GENOMIC,PAIRED,313,7509,CS-PK-DNA,CS-PK_SIL-2a,Purple Kush,20,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352169,GENOMIC,PAIRED,362,4630,CS-PK-DNA,CS-PK_SIL-3b,Purple Kush,21,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738627,SRS266830,SRR352203,TRANSCRIPTOMIC,PAIRED,200,21283,PK-Normalized,PK-Norm-1,Purple Kush,1,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738627,SRS266830,SRR352205,TRANSCRIPTOMIC,PAIRED,200,15833,PK-Normalized,PK-Norm-2,Purple Kush,2,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738627,SRS266830,SRR352208,TRANSCRIPTOMIC,PAIRED,200,20369,PK-Normalized,PK-Norm-3,Purple Kush,3,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738627,SRS266830,SRR352210,TRANSCRIPTOMIC,PAIRED,200,9362,PK-Normalized,PK-Norm-4,Purple Kush,4,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR7274947,GENOMIC,SINGLE,0,57446,CS-PK-DNA,pk_pacbio,Purple Kush,25,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352173,GENOMIC,SINGLE,0,216,CS-PK-DNA,CS-PK_454_13kb-1,"Purple Kush, 13kb",25,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352174,GENOMIC,SINGLE,0,242,CS-PK-DNA,CS-PK_454_20kb-1,"Purple Kush, 20kb",26,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352175,GENOMIC,SINGLE,0,248,CS-PK-DNA,CS-PK_454_20kb-2,"Purple Kush, 20kb",27,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352176,GENOMIC,SINGLE,0,283,CS-PK-DNA,CS-PK_454_30kb-1,"Purple Kush, 30kb",28,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352177,GENOMIC,SINGLE,0,249,CS-PK-DNA,CS-PK_454_30kb-2,"Purple Kush, 30kb",29,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352178,GENOMIC,SINGLE,0,87,CS-PK-DNA,CS-PK_454_40kb-1,"Purple Kush, 40kb",30,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352179,GENOMIC,SINGLE,0,243,CS-PK-DNA,CS-PK_454_40kb-2,"Purple Kush, 40kb",31,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352180,GENOMIC,SINGLE,0,227,CS-PK-DNA,CS-PK_454_40kb-3,"Purple Kush, 40kb",32,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352170,GENOMIC,SINGLE,0,241,CS-PK-DNA,CS-PK_454_08kb-1,"Purple Kush, 8kb",22,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352171,GENOMIC,SINGLE,0,209,CS-PK-DNA,CS-PK_454_08kb-2,"Purple Kush, 8kb",23,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738592,SRS266795,SRR352172,GENOMIC,SINGLE,0,261,CS-PK-DNA,CS-PK_454_08kb-3,"Purple Kush, 8kb",24,lanemerge,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738620,SRS266823,SRR352196,TRANSCRIPTOMIC,SINGLE,0,3394,PK-EFLW,PK-EFLW,"Purple Kush, early-stage flower",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738619,SRS266822,SRR352195,TRANSCRIPTOMIC,SINGLE,0,3427,PK-MFLW,PK-MFLW,"Purple Kush, mid-stage flower",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738621,SRS266824,SRR352198,TRANSCRIPTOMIC,SINGLE,0,4894,PK-PFLW,PK-PFLW,"Purple Kush, pre flower",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738626,SRS266829,SRR352202,TRANSCRIPTOMIC,SINGLE,0,3386,PK-RT,PK-RT,"Purple Kush, root",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738622,SRS266825,SRR352200,TRANSCRIPTOMIC,SINGLE,0,5042,PK-SHT,PK-SHT,"Purple Kush, shoot",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
University of Toronto,SRP008673,SAMN00738623,SRS266826,SRR352201,GENOMIC,SINGLE,0,5467,PK-STM,PK-STM,"Purple Kush, stem",1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
Phylos 2016,SRP092005,SAMN05937832,SRS1758066,SRR4448327,GENOMIC,PAIRED,0,142,524d25fc54e8-TSCA_Purple_Afghanistan,524d25fc54e8-TSCA,Purple_Afghanistan,1,,,,Purple_Afghanistan
Phylos 2016,SRP092005,SAMN05938035,SRS1758479,SRR4448739,GENOMIC,PAIRED,0,513,d6b29886a59d-TSCA_Purple_Alien_OG,d6b29886a59d-TSCA,Purple_Alien_OG,1,,,,Purple_Alien_OG
Phylos 2016,SRP092005,SAMN05937912,SRS1758225,SRR4448486,GENOMIC,PAIRED,0,157,762ee9acc959-TSCA_Purple_Arrow,762ee9acc959-TSCA,Purple_Arrow,1,,,,Purple_Arrow
Phylos 2016,SRP092005,SAMN05937720,SRS1758036,SRR4448298,GENOMIC,PAIRED,0,320,2503ef0f05df-TSCA_Purple_Cadillac,2503ef0f05df-TSCA,Purple_Cadillac,1,,,,Purple_Cadillac
Phylos 2016,SRP092005,SAMN05937750,SRS1757971,SRR4448232,GENOMIC,PAIRED,0,234,3142f7f61a09-TSCA_Purple_Crack,3142f7f61a09-TSCA,Purple_Crack,1,,Purple Crack,https://www.leafly.com/hybrid/purple-crack,Purple Crack
Phylos 2016,SRP092005,SAMN05938127,SRS1758389,SRR4448650,GENOMIC,PAIRED,0,259,ff100837217c-TSCA_Purple_Diesel,ff100837217c-TSCA,Purple_Diesel,1,,,,Purple_Diesel
Phylos 2016,SRP092005,SAMN05939368,SRS1759505,SRR4450157,GENOMIC,PAIRED,0,248,PGT-13003_Purple_God_Bud,PGT-13003,Purple_God_Bud,1,,,,Purple_God_Bud
Phylos 2016,SRP092005,SAMN05938248,SRS1758562,SRR4448824,GENOMIC,PAIRED,0,1952,CRT-1123_Purple_Hindu_Kush,CRT-1123,Purple_Hindu_Kush,1,,,,Purple_Hindu_Kush
Phylos 2016,SRP092005,SAMN05937664,SRS1757938,SRR4448199,GENOMIC,PAIRED,0,127,13ff6fef47de-TSCA_Purple_Kush,13ff6fef47de-TSCA,Purple_Kush,1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
Phylos 2016,SRP092005,SAMN05937955,SRS1758185,SRR4448446,GENOMIC,PAIRED,0,213,88f5b7a909f6-TSCA_Purple_Kush,88f5b7a909f6-TSCA,Purple_Kush,1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
Phylos 2016,SRP092005,SAMN05937575,SRS1760315,SRR4451152,GENOMIC,PAIRED,0,256,ac7690a6cd55-TSCA_Purple_Kush,ac7690a6cd55-TSCA,Purple_Kush,1,,Purple Kush,https://www.leafly.com/indica/purple-kush,Purple Kush
Phylos 2016,SRP092005,SAMN05937655,SRS1758006,SRR4448268,GENOMIC,PAIRED,0,150,10eab4ec3067-TSCA_Purple_Mr._Nice,10eab4ec3067-TSCA,Purple_Mr._Nice,1,,Purple Mr. Nice,https://www.leafly.com/indica/purple-mr-nice,Purple Mr. Nice
